"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Assets/plug/Bunny/Materials/bunny_paw1.bunny_paw1","0","12","12","1","0.000000","0","12"
"/Game/Assets/plug/Bunny/Materials/nose4.nose4","0","12","12","1","0.000000","0","12"
"/Game/Assets/plug/Bunny/Materials/plugplug4.plugplug4","0","12","12","1","0.000000","0","12"
"/Game/Assets/GrandfatherClock/Materials/Accents/Grandfather_Clock_Door_Knob.Grandfather_Clock_Door_Knob","0","12","12","1","0.000000","0","12"
"/Game/Assets/plug/Materials/Plug5.Plug5","0","12","12","1","0.000000","0","12"
"/Game/Assets/plug/Materials/pasted__plugplug1.pasted__plugplug1","0","12","12","1","0.000000","0","12"
"/Game/Assets/plug/Materials/plugplug5.plugplug5","0","12","12","1","0.000000","0","12"
"/Game/Assets/plug/Materials/beak_and_feet1.beak_and_feet1","0","12","12","1","0.000000","0","12"
"/Game/Assets/plug/Materials/RedGobble1.RedGobble1","0","12","12","1","0.000000","0","12"
"/Game/Assets/TutorialLevel/Doors/Broad/Materials/M_DoorTexture1.M_DoorTexture1","0","21","21","1","0.000000","0","21"
"/Game/Assets/TutorialLevel/Doors/Broad/Materials/M_DoorTexture4.M_DoorTexture4","0","12","12","1","0.000000","0","12"
"/Game/Assets/GrandfatherClock/Materials/Base_Color/Grandfather_Clock_Clock.Grandfather_Clock_Clock","0","12","12","1","0.000000","0","12"
"/Game/Assets/GrandfatherClock/Materials/Base_Color/Grandfather_Clock_Base_Color.Grandfather_Clock_Base_Color","0","12","12","1","0.000000","0","12"
"/Game/Assets/GrandfatherClock/Materials/Grandfather_Clock_Time.Grandfather_Clock_Time","0","12","12","1","0.000000","0","12"
"/Game/Assets/GrandfatherClock/Materials/Base_Color/Grandfather_Clock_Base_Color2.Grandfather_Clock_Base_Color2","0","12","12","1","0.000000","0","12"
"/Game/Assets/GrandfatherClock/Materials/Base_Color/Grandfather_Clock_Support_Top.Grandfather_Clock_Support_Top","0","12","12","1","0.000000","0","12"
"/Game/Assets/GrandfatherClock/Materials/Grandfather_Clock_Lights.Grandfather_Clock_Lights","0","13","14","1","0.000000","0","14"
"/Game/Assets/GrandfatherClock/Materials/Accents/Grandfather_Clock_Support_Beam_Rings.Grandfather_Clock_Support_Beam_Rings","0","12","12","1","0.000000","0","12"
"/Game/Assets/GrandfatherClock/Materials/Accents/Grandfather_Clock_Design_Material.Grandfather_Clock_Design_Material","0","12","12","1","0.000000","0","12"
"/Game/Assets/GrandfatherClock/Materials/Base_Color/standardSurface1.standardSurface1","0","12","12","1","0.000000","0","12"
"/Game/Assets/plug/Materials/chicken1.chicken1","0","12","12","1","0.000000","0","12"
"/Game/Materials_Textures/Materials/M_VendingMachine/M_VM_Base_Color.M_VM_Base_Color","0","46","48","1","0.000000","0","48"
"/Game/Materials_Textures/Materials/M_VendingMachine/M_VM_fontMat1.M_VM_fontMat1","0","24","24","1","0.000000","0","24"
"/Game/Materials_Textures/Materials/M_VendingMachine/M_VM_Side_Light.M_VM_Side_Light","0","24","24","1","0.000000","0","24"
"/Game/Materials_Textures/Materials/M_VendingMachine/M_VM_fontMat2.M_VM_fontMat2","0","24","24","1","0.000000","0","24"
"/Game/Materials_Textures/Materials/M_VendingMachine/M_VM_Keypad.M_VM_Keypad","0","24","24","1","0.000000","0","24"
"/Game/Materials_Textures/Materials/M_VendingMachine/M_VM_Open_Sign_Light.M_VM_Open_Sign_Light","0","24","24","1","0.000000","0","24"
"/Game/Materials_Textures/Materials/M_VendingMachine/M_VM_Display_Red.M_VM_Display_Red","0","24","24","1","0.000000","0","24"
"/Game/FreeFurniturePack/Materials/MM_Tables_and_Chairs.MM_Tables_and_Chairs","0","21","21","1","51.901577","0","21"
"/Game/FreeFurniturePack/Materials/MM_Modern_Sofa.MM_Modern_Sofa","0","21","21","1","50.719349","0","21"
"/Game/FreeFurniturePack/Materials/MM_Armchair.MM_Armchair","0","21","21","1","60.519054","0","21"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","90","100","6","327.511963","0","100"
"/InterchangeAssets/gltf/M_Default.M_Default","0","339","359","7","3089.023926","0","359"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","76","0","2","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","234","244","6","2345.711426","0","244"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","234","244","6","1832.255981","0","244"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","242","260","6","1997.351074","0","260"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","21","21","1","71.763741","0","21"
